"Id","EZI_ADD","Geographical.Coordinate","Archetype","BDIAgentType","HasDependents","WillGoHomeAfterVisitingDependents","WillGoHomeBeforeLeaving","WillStay","ResponseThresholdInitial","ResponseThresholdFinal","ImpactFromVisibleSmoke","ImpactFromImmersionInSmoke","ImpactFromVisibleEmbers","ImpactFromVisibleFire","ImpactFromVisibleResponders","ImpactFromMessageAdvice","ImpactFromMessageWatchAndAct","ImpactFromMessageEmergencyWarning","ImpactFromMessageEvacuateNow","ImpactFromMessageRespondersAttending","ImpactFromFireDangerIndexRating","ImpactFromSocialMessage","LagTimeInMinsForInitialResponse","LagTimeInMinsForFinalResponse","HasDependentsAtLocation"
549,"10 ST BENEDICTS DRIVE GLADYSDALE 3797","[145.65431255999997, -37.8577436390853]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
550,"715 LITTLE YARRA ROAD GLADYSDALE 3797","[145.66478591999996, -37.82873438908554]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
551,"10 PRICES ROAD GLADYSDALE 3797","[145.64148992999998, -37.84063660908541]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
552,"23 HAZELDENE ROAD GLADYSDALE 3797","[145.65283333, -37.82555195908553]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
553,"423 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64246807999993, -37.81129015908566]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
554,"515 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64984891999993, -37.81723531908562]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
555,"29 HAZELDENE ROAD GLADYSDALE 3797","[145.65191023999998, -37.82584118908555]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
556,"115 SALES ROAD GLADYSDALE 3797","[145.63924214999994, -37.87021100908519]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
557,"532 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64990311799997, -37.8190261870856]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
558,"340 PRICES ROAD GLADYSDALE 3797","[145.62900537999994, -37.850496789085376]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
559,"460 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64577100999995, -37.81378760908571]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
560,"62 HAZELDENE ROAD GLADYSDALE 3797","[145.64861714000003, -37.8275054990855]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
561,"555 TARRANGO ROAD GLADYSDALE 3797","[145.65874145199993, -37.82179989708558]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
562,"MCMASTERS ROAD GLADYSDALE 3797","[145.66128221999995, -37.824941069085575]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
563,"65A ST BENEDICTS DRIVE GLADYSDALE 3797","[145.65029790999992, -37.86102152908529]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
564,"550 LITTLE YARRA ROAD GLADYSDALE 3797","[145.65114287999992, -37.82047460908562]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
565,"525 TARRANGO ROAD GLADYSDALE 3797","[145.65902413, -37.81987826908557]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
566,"18 HAZELDENE ROAD GLADYSDALE 3797","[145.652672786, -37.824993180085585]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
567,"1567 LITTLE YARRA ROAD POWELLTOWN 3797","[145.74323135999995, -37.86038565908531]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","true","false",0.5,0.64,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,13.39,21.03,""
568,"4 YARRA STREET POWELLTOWN 3797","[145.75245658999992, -37.864768369085226]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","true","false",0.18,0.73,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,11.75,16,""
569,"1/4A BLAKE STREET POWELLTOWN 3797","[145.75229984999996, -37.86393890908528]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","false","false","false",0.1,0.66,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,13.35,15.53,""
570,"21 BLAKE STREET POWELLTOWN 3797","[145.75197951999994, -37.86541719908528]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","true","false","false",0.4,0.82,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,10.56,26.92,"[145.673044,-37.812509]"
571,"31 YARRA STREET POWELLTOWN 3797","[145.74894035, -37.86478114908526]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","true","false",0.3,0.45,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,14.11,15.7,""
572,"7 CORALGUM LANE POWELLTOWN 3797","[145.74177311000003, -37.86328762908527]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","true","false",0.51,0.67,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,12.65,23.63,""
573,"4 LLOYDS ROAD POWELLTOWN 3797","[145.7568462, -37.86603650908524]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","true","false","false",0.51,0.81,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,10.74,17.02,"[145.618999,-37.780630]"
574,"50 MT BRIDE ROAD THREE BRIDGES 3797","[145.73814106999995, -37.82499610908552]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","true","false",0.44,0.48,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,9.33,13.55,""
575,"1010 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.68529813999996, -37.845881919085386]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","false","false",0.29,0.71,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,16.61,22.73,""
576,"COLES ROAD THREE BRIDGES 3797","[145.68707441, -37.842994269085416]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","true","false",0.37,0.68,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,10.76,18.07,""
577,"21 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.69041432999992, -37.85542020908532]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","true","false","false",0.27,0.73,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,17.94,19.87,"[145.673354,-37.811035]"
578,"1030 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.68663021999996, -37.847032369085376]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","true","false",0.15,0.64,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,15.19,14.95,""
579,"31 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.69009879999996, -37.857192189085296]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","true","true","false",0.53,0.66,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,16.82,15.35,"[145.617471,-37.793849]"
580,"780 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.66992574, -37.832114169085536]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","true","false","false",0.31,0.7,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,16.63,19.59,"[145.631831,-37.770064]"
581,"1075 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.68968819999995, -37.84892303908534]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","true","false","false",0.25,0.71,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,17.25,20.65,"[145.635522,-37.813662]"
582,"MOUNT BEENAK ROAD THREE BRIDGES 3797","[145.67769674999997, -37.8780408390851]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","true","true","false",0.13,0.63,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,24.37,17.07,"[145.721546,-37.813979]"
583,"39 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.6895821299999, -37.8583409490853]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","true","false",0.23,0.62,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,14.91,19.55,""
584,"1195 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.70170520999997, -37.85327407908534]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","true","true","false",0.28,0.57,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,12.53,19.01,"[145.635928,-37.778815]"
585,"43 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.68972642000003, -37.85896352908526]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","true","true","false",0.32,0.66,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,12.33,20.34,"[145.638880,-37.767648]"
586,"200 HAZELDENE ROAD GLADYSDALE 3797","[145.64333906, -37.837709039085446]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","true","false",0.32,0.75,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,13.15,17.92,""
587,"417 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64195599, -37.810881129085665]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","true","false",0.4,0.84,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,17.64,16.89,""
588,"255 HAZELDENE ROAD GLADYSDALE 3797","[145.64534911899997, -37.84276324408544]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","true","false",0.38,0.69,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,15.39,23.93,""
589,"480B LITTLE YARRA ROAD GLADYSDALE 3797","[145.6476640649999, -37.81618457408566]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","true","false",0.39,0.82,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,12.76,23.34,""
590,"25 BAROONA ROAD GLADYSDALE 3797","[145.64890660999998, -37.812213549085705]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","true","false",0.34,0.57,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,15.36,21.49,""
591,"300 HAZELDENE ROAD GLADYSDALE 3797","[145.64435734100002, -37.84231005308544]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","true","false",0.35,0.58,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,9.38,24.96,""
592,"HAZELDENE ROAD GLADYSDALE 3797","[145.64356510000002, -37.83691631908545]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","false","true","false",0.14,0.67,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,13.9,19.11,"[145.684960,-37.807123]"
593,"675 LITTLE YARRA ROAD GLADYSDALE 3797","[145.66126672999994, -37.82666658908554]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","true","false",0.27,0.8,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,16.91,17.74,""
594,"505 PARKINSONS ROAD GLADYSDALE 3797","[145.63574387999992, -37.82681789908551]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","true","true","false",0.41,0.52,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,20.97,21.38,"[145.618999,-37.780630]"
595,"444 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64429520999997, -37.81300639908566]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","true","false","false",0.4,0.67,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,11.84,19.62,"[145.668553,-37.799722]"
596,"715 LITTLE YARRA ROAD GLADYSDALE 3797","[145.66478591999996, -37.82873438908554]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","true","true","false",0.38,0.84,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,19.06,20.57,"[145.625830,-37.789804]"
597,"489 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64822310999998, -37.81543220908565]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","true","true","false",0.24,0.74,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,17.6,16.59,"[145.636837,-37.776929]"
598,"115 SALES ROAD GLADYSDALE 3797","[145.63924214999994, -37.87021100908519]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","true","true","false",0.34,0.82,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,14.22,17.64,"[145.667762,-37.794368]"
599,"744 LITTLE YARRA ROAD GLADYSDALE 3797","[145.66348199, -37.836136989085446]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","true","true","false",0.32,0.68,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,12.72,21.23,"[145.638726,-37.778647]"
600,"527 LITTLE YARRA ROAD GLADYSDALE 3797","[145.65058053999994, -37.818235079085625]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","true","true","false",0.59,0.53,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,13.16,25.95,"[145.673669,-37.809263]"
601,"62 HAZELDENE ROAD GLADYSDALE 3797","[145.64861714000003, -37.8275054990855]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","true","true","false",0.37,0.74,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,13.78,24.69,"[145.631012,-37.769870]"
602,"115 HAZELDENE ROAD GLADYSDALE 3797","[145.64577811, -37.83172568908548]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","true","false",0.32,0.59,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,16.52,22.56,""
603,"505 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64857583, -37.816244529085644]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","true","false",0.28,0.65,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,12.65,27.88,""
604,"230 HAZELDENE ROAD GLADYSDALE 3797","[145.638711, -37.845088989085404]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","true","true","false",0.45,0.72,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,16.01,15.06,"[145.631478,-37.769252]"
605,"400 HAZELDENE ROAD GLADYSDALE 3797","[145.65170493799994, -37.84946927408537]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","true","false",0.37,0.78,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,16.82,22.82,""
606,"430 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64108409999992, -37.81066421908565]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","true","true","false",0.39,0.67,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,15.38,17.52,"[145.641996,-37.775625]"
607,"105 RYMERS ROAD GLADYSDALE 3797","[145.64814603, -37.86385586908525]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","true","false","false",0.39,0.87,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,10.01,19.27,"[145.724838,-37.816658]"
608,"547 LITTLE YARRA ROAD GLADYSDALE 3797","[145.65122329999994, -37.81983928908563]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","true","false",0.25,0.79,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,11.45,17.02,""
609,"68 HAZELDENE ROAD GLADYSDALE 3797","[145.64804009999997, -37.82786688908554]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","true","false",0.37,0.61,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,13.8,17.27,""
610,"101 HAZELDENE ROAD GLADYSDALE 3797","[145.64634862, -37.830353319085475]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","true","false",0.34,0.69,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,13.62,14.47,""
611,"48 HAZELDENE ROAD GLADYSDALE 3797","[145.65002374000002, -37.82662483908555]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","true","false","false",0.31,0.65,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,17.44,20.42,"[145.631401,-37.817675]"
612,"505 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64857583, -37.816244529085644]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","true","true","true","false",0.24,0.69,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,19.71,21.98,"[145.672981,-37.812806]"
613,"100 ST BENEDICTS DRIVE GLADYSDALE 3797","[145.64881804, -37.861300419085254]","Worried.Waverer","io.github.agentsoz.ees.agents.archetype.WorriedWaverer","false","true","true","false",0.22,0.75,0.1,0.2,0.4,0.5,0.3,0.088,0.163,0.313,0.311,-0.1,0,0.4,14.52,19.78,""
